ABLE7;AT16;CTRATIO;ETOT;FEMALE;LOGINC;N;OLDSIB;YNGSIB;SCHOOL
75;1;13.125;6;0;3.314186;3039;0;0;1
75;2;15.70513;8;0;3.555348;3041;0;1;0
100;2;16.18868;14;1;3.850147;3043;0;2;0
92.5;1;15.61403;9;1;4.412798;3045;1;0;1
65;3;15.95745;0;1;4.051785;3047;1;4;0
72.5;3;13.75;5;0;3.749504;3049;0;2;0
77.5;3;17.71212;10;1;3.555348;3051;0;0;0
82.5;2;19.82609;6;0;3.806663;3053;1;1;0
77.5;2;18.3125;5;0;3.688879;3055;0;0;0
37.5;2;19.40909;2;0;4.363099;3057;1;1;0
50;3;17.23214;4;1;3.48124;3059;1;4;0
75;3;19.12;3;0;3.401197;3061;2;2;0
75;3;18.53658;1;1;3.960813;3063;0;1;0
70;2;19.82609;4;0;3.960813;3065;0;2;0
62.5;3;16.11111;2;1;3.624341;3067;0;2;0
100;1;15.66981;0;0;4.212128;3069;0;1;1
85;3;23;6;1;3.86073;3071;1;1;0
62.5;3;17.69231;0;1;3.433987;3073;0;1;0
70;3;18.75;10;1;3.48124;3075;0;1;0
100;1;18.34375;9;0;4.051785;3077;0;1;1
67.5;3;18.45455;0;0;4.051785;3079;1;2;0
97.5;1;18.22727;0;0;4.212128;3081;2;1;1
92.5;2;19.82609;4;0;3.912023;3083;0;0;0
97.5;1;18.04348;10;0;4.471639;3085;0;3;1
82.5;3;20.875;6;1;3.218876;3087;2;2;0
70;3;19.82609;3;1;3.912023;3089;1;0;0
75;2;20.875;8;0;4.212128;3091;1;0;0
67.5;2;16.51163;7;1;4.007333;3093;0;0;0
87.5;2;18.19048;4;1;3.624341;3095;1;0;0
50;2;19.02439;8;0;3.48124;3097;0;3;0
97.5;2;18.34375;9;1;3.401197;3099;0;0;0
67.5;3;18.22581;2;1;3.713572;3101;0;1;0
55;2;17.11111;1;0;3.401197;3103;0;4;0
80;3;16.4026;5;0;3.86073;3105;1;0;0
30;3;15.34286;7;0;3.401197;3107;0;0;0
82.5;3;15.0625;5;1;3.555348;3109;0;1;0
45;1;16.73469;6;1;4.135167;3111;0;1;1
82.5;1;10.36364;9;1;3.806663;3113;1;3;1
75;2;17.01031;9;1;3.688879;3115;0;0;0
42.5;3;16.11111;1;1;3.113515;3117;0;0;0
92.5;1;15.13889;9;1;4.007333;3119;0;0;1
90;2;16.19737;8;1;3.86073;3121;0;0;0
90;3;17.18644;7;1;3.688879;3123;0;1;0
95;2;16.19737;6;1;3.688879;3125;1;1;0
85;2;16.19737;10;0;3.555348;3127;0;2;0
67.5;3;16.19737;0;1;3.401197;3129;0;2;0
62.5;3;17.18644;2;0;4.051785;3131;1;2;0
100;1;17.09722;7;0;3.624341;3133;0;1;1
85;2;17.05882;1;0;3.688879;3135;1;0;0
50;3;19.45946;6;0;3.218876;3137;1;3;0
85;3;15.57333;1;1;3.314186;3139;0;1;0
72.5;2;16.44444;0;1;2.995732;3141;0;0;0
60;3;16.22222;0;1;4.051785;3143;1;1;0
87.5;3;16.06122;8;1;3.624341;3145;1;2;0
77.5;3;16.27778;2;0;3.401197;3147;1;2;0
80;2;15.57333;7;0;3.86073;3149;0;3;0
87.5;3;16.06122;8;1;3.749504;3151;1;1;0
60;1;19.2069;3;0;3.555348;3153;1;0;1
62.5;2;19.95238;6;0;4.051785;3155;0;3;0
90;1;15.57333;8;0;3.749504;3157;0;2;1
55;3;19.61111;3;1;3.401197;3159;0;2;0
80;3;16.19737;5;1;3.198673;3161;0;2;0
95;1;16.79487;7;0;3.749504;3163;1;0;1
100;1;18.57143;9;0;3.713572;3165;0;1;1
90;1;15.57333;8;0;4.051785;3167;1;0;1
37.5;3;20.32;1;0;3.806663;3169;1;0;0
90;2;17.76923;8;0;3.86073;3171;2;2;0
82.5;3;16.79487;7;1;4.135167;3173;0;1;0
72.5;3;19.8;12;0;3.583519;3175;0;1;0
92.5;3;20.08333;3;1;3.555348;3177;0;2;0
65;3;19.61539;3;1;3.688879;3179;0;0;0
100;2;18.19048;6;0;3.806663;3181;0;3;0
82.5;3;20.32;2;0;3.749504;3183;0;2;0
65;1;18.65854;3;1;3.555348;3185;0;1;1
80;1;19;8;1;3.86073;3187;0;1;1
100;3;19;7;1;3.624341;3189;0;0;0
62.5;3;19.82609;4;0;4.051785;3191;0;1;0
87.5;1;19;7;1;3.86073;3193;1;0;1
75;3;17.23214;6;0;3.749504;3195;0;3;0
67.5;3;15.66981;0;1;4.051785;3197;1;0;0
62.5;2;20.9;5;1;4.629863;3199;0;0;0
87.5;2;15.94444;9;0;3.688879;3201;0;4;0
67.5;3;17.23214;5;1;3.749504;3203;0;1;0
50;3;14.75;0;1;3.912023;3205;1;3;0
97.5;1;15.69444;9;0;3.401197;3207;0;0;1
82.5;1;17.95652;11;1;3.749504;3209;0;1;1
77.5;3;17.71428;6;0;3.749504;3211;0;0;0
100;1;16.47619;0;1;3.86073;3213;0;0;1
75;2;17.9878;0;0;3.401197;3215;0;0;0
90;1;16.87719;11;1;4.189655;3217;0;1;1
12.5;1;11.6;0;0;2.525729;3219;0;0;1
62.5;2;17.9878;6;0;4.051785;3221;1;2;0
72.5;1;16.8;6;0;3.86073;3223;1;0;1
90;2;15;7;1;4.350278;3225;0;3;0
95;2;17.42593;8;0;3.960813;3227;1;1;0
65;3;15.0625;4;1;3.688879;3229;0;0;0
65;2;18;8;0;3.912023;3231;0;0;0
92.5;1;19;13;0;3.960813;3233;0;4;1
52.5;3;16.38298;8;1;3.555348;3235;0;3;0
87.5;2;16.47619;9;1;3.86073;3237;1;0;0
40;2;17.9878;2;1;4.212128;3239;0;0;0
30;3;18.34286;2;0;3.806663;3241;2;2;0
80;2;18.34286;12;0;4.283587;3243;0;0;0
62.5;2;18.34286;12;0;4.283587;3245;0;0;0
57.5;3;19.04545;0;0;3.86073;3247;0;0;0
77.5;3;20.4;0;0;4.135167;3249;1;6;0
57.5;2;19.375;7;0;4.007333;3251;0;0;0
57.5;3;19.71111;2;1;3.749504;3253;1;2;0
97.5;1;16.3913;7;0;3.86073;3255;1;0;1
70;3;16;8;1;4.579853;3257;2;1;0
85;1;17.80556;7;0;4.553877;3259;1;0;1
57.5;3;19.06977;0;1;3.912023;3261;0;2;0
87.5;1;18.19512;10;1;4.283587;3263;1;1;1
95;1;17.14286;9;1;4.317488;3265;0;3;1
100;1;17.14286;9;1;4.283587;3267;0;0;1
92.5;1;17.1;2;0;3.624341;3269;0;1;1
70;1;17.03947;8;0;4.297286;3271;0;1;1
52.5;3;20.55556;5;1;4.110874;3273;0;1;0
97.5;3;17.38235;8;1;3.48124;3275;0;0;0
45;1;21.33333;7;0;3.688879;3277;0;1;1
87.5;3;19.71875;5;1;3.749504;3279;0;2;0
85;1;16.66667;8;1;3.806663;3281;0;2;1
27.5;3;16.28572;0;0;3.912023;3283;0;2;0
65;2;18.07692;8;0;3.912023;3285;1;1;0
90;1;16.30952;6;0;3.555348;3287;2;4;1
57.5;3;17.67677;4;1;4.471639;3289;1;0;0
90;2;35.28571;4;1;2.917771;3291;0;1;0
90;3;20.66667;0;0;3.749504;3293;0;1;0
67.5;2;16.28572;6;0;2.302585;3295;0;0;0
82.5;3;18.25455;8;1;4.527209;3297;0;0;0
82.5;2;15.15854;8;1;3.583519;3299;0;1;0
95;2;16.66667;8;0;3.218876;3301;0;0;0
77.5;2;18.25455;4;0;3.86073;3303;0;2;0
12.5;3;19.09375;6;0;3.113515;3305;0;0;0
27.5;2;18.07692;3;0;3.86073;3307;0;2;0
77.5;3;19.42857;4;1;3.555348;3309;0;1;0
95;1;16.90566;6;0;4.317488;3311;1;1;1
37.5;2;19.20408;1;1;4.051785;3313;1;0;0
100;2;21;10;0;4.051785;3315;0;1;0
92.5;1;15.11628;8;0;4.527209;3317;0;3;1
97.5;1;15.53191;7;0;4.135167;3319;0;1;1
95;1;13.86598;13;0;4.527209;3321;0;1;1
75;2;16.75;8;1;4.317488;3323;0;2;0
57.5;2;17.67677;4;1;4.094345;3325;0;0;0
70;2;21.35135;3;0;4.051785;3327;1;3;0
97.5;3;16.14035;7;0;3.960813;3329;1;2;0
95;3;19.06977;0;1;3.48124;3331;1;0;0
82.5;1;16.8;0;1;3.86073;3333;1;1;1
82.5;3;17.64706;7;1;3.583519;3335;0;1;0
72.5;2;19.34483;6;1;3.912023;3337;0;2;0
80;1;16.07692;9;0;4.051785;3339;0;2;1
95;1;17.55556;9;1;4.174387;3341;0;1;1
42.5;3;20.06897;3;1;3.86073;3343;1;0;0
67.5;2;19.15;0;0;4.051785;3345;0;1;0
77.5;1;16.94444;8;1;3.624341;3347;1;0;1
67.5;2;18.48837;3;0;4.135167;3349;0;5;0
65;3;17.54286;5;0;3.48124;3351;0;2;0
50;1;18.4;9;0;2.525729;3353;0;0;1
57.5;3;18.04348;7;1;4.051785;3355;0;2;0
57.5;2;15.69767;7;1;4.297286;3357;0;1;0
95;2;18.88889;7;1;3.555348;3359;0;2;0
82.5;3;17.2973;8;1;3.555348;3361;0;3;0
35;3;15.26316;6;0;4.212128;3363;1;1;0
55;2;20.06897;6;1;3.688879;3365;0;1;0
97.5;1;12.35294;8;1;4.135167;3367;0;0;1
50;1;17.5;6;1;3.314186;3369;1;2;1
77.5;2;19.71875;5;1;3.912023;3371;0;0;0
82.5;1;17.6875;1;1;4.135167;3373;0;0;1
90;1;16.27778;10;0;3.86073;3375;1;1;1
87.5;1;15.16667;7;1;4.174387;3377;0;1;1
80;3;18.13953;6;1;3.806663;3379;0;0;0
87.5;1;16.3913;8;0;3.806663;3381;0;3;1
42.5;2;16;6;0;4.051785;3383;0;0;0
42.5;2;19;6;0;3.624341;3385;1;1;0
70;3;17;1;1;3.314186;3387;0;3;0
87.5;3;18.13953;6;0;3.688879;3389;2;0;0
75;1;17.77778;8;1;3.113515;3391;0;0;1
75;2;20.55556;10;1;4.135167;3393;0;1;0
80;3;17.46032;7;0;4.255613;3395;2;3;0
87.5;1;20.55556;10;1;3.48124;3397;0;1;1
80;2;20.55556;8;1;3.960813;3399;0;1;0
80;1;14.375;5;0;4.051785;3401;0;1;1
87.5;2;15.57333;0;1;3.960813;3403;0;0;0
72.5;1;18;8;1;4.051785;3405;0;1;1
25;3;17.75;6;1;3.806663;3407;2;2;0
95;2;16.9697;8;1;3.86073;3409;1;0;0
80;1;15.90164;10;0;4.212128;3411;0;0;1
47.5;1;18.88889;11;0;3.828641;3413;0;1;1
85;1;14.56757;9;1;4.051785;3415;0;1;1
77.5;1;16.9697;8;1;3.48124;3417;0;2;1
95;2;17.38095;7;0;4.212128;3419;0;2;0
92.5;2;14.375;6;0;3.960813;3421;1;2;0
65;3;18.75;4;1;3.749504;3423;0;2;0
55;3;18.88889;7;1;4.007333;3425;1;0;0
47.5;3;17.56757;1;1;3.86073;3427;0;0;0
92.5;1;16.03226;10;0;3.555348;3429;0;2;1
87.5;1;15.62121;11;0;4.212128;3431;1;1;1
82.5;1;15.18919;10;1;3.401197;3433;0;0;1
72.5;1;15.18919;9;1;3.401197;3435;0;0;1
90;1;15.45946;8;0;4.350278;3437;0;1;1
90;1;15.53191;7;0;4.212128;3439;0;0;1
42.5;1;15.672;7;1;3.48124;3441;0;0;1
97.5;1;16.8;10;1;3.960813;3443;0;1;1
72.5;1;15.825;7;1;4.317488;3445;0;1;1
90;1;16.3871;9;1;4.135167;3447;0;2;1
60;1;19.88889;0;1;4.317488;3449;0;1;1
90;1;16.66667;8;1;4.212128;3451;0;2;1
52.5;2;18.32258;11;0;4.248495;3453;1;1;0
82.5;2;19;5;0;3.688879;3455;1;0;0
92.5;3;16.3871;9;1;3.624341;3457;2;1;0
42.5;2;20.66667;0;0;3.48124;3459;0;0;0
97.5;1;16.39286;8;0;4.135167;3461;1;1;1
77.5;3;18.4;7;0;3.555348;3463;0;6;0
70;2;17.05172;5;1;3.749504;3465;0;0;0
87.5;1;13.35714;8;1;4.007333;3467;0;0;1
65;2;17.09756;8;0;4.49981;3469;0;1;0
87.5;1;14.31579;9;0;4.051785;3471;1;0;1
92.5;2;16.59722;5;0;4.174387;3473;0;0;0
35;3;18.60606;6;0;3.86073;3475;0;1;0
40;2;14.89157;3;0;3.688879;3477;1;0;0
67.5;3;14.89157;6;0;3.960813;3479;1;0;0
62.5;1;14.04878;5;0;4.051785;3481;2;2;1
82.5;1;14.41379;6;0;4.629863;3483;0;1;1
67.5;2;19.91549;10;1;4.553877;3485;0;1;0
87.5;1;16.44118;8;1;3.624341;3487;1;0;1
85;2;16.82857;8;0;4.350278;3489;0;2;0
90;1;15.5;4;0;4.043051;3491;1;2;1
90;3;17.09756;14;0;4.174387;3493;0;1;0
20;2;15.27551;0;0;3.624341;3495;0;3;0
32.5;1;20.61539;0;1;4.051785;3497;0;2;1
67.5;3;17.58242;2;1;3.806663;3499;0;1;0
80;1;14.4186;10;0;4.317488;3501;0;2;1
47.5;2;8.921569;7;0;4.283587;3503;1;0;0
95;1;14.925;8;1;4.094345;3505;1;0;1
80;3;19.29825;8;1;4.174387;3507;0;0;0
70;2;17.84746;0;0;3.749504;3509;0;1;0
87.5;2;19.27273;10;1;4.212128;3511;0;1;0
90;2;14.68932;8;0;4.248495;3513;1;0;0
92.5;2;21.07792;8;1;4.317488;3515;1;2;0
27.5;3;11.8;0;0;3.960813;3517;1;0;0
80;1;16.57534;7;1;3.806663;3519;0;0;1
55;2;18.05556;1;0;3.912023;3521;1;0;0
90;1;16.23684;7;1;3.86073;3523;1;1;1
80;3;13.86957;6;0;3.624341;3525;1;0;0
80;3;13.86957;6;1;4.350278;3527;1;0;0
42.5;2;16.18868;9;0;3.960813;3529;1;3;0
82.5;3;13.86957;6;0;3.749504;3531;0;2;0
87.5;2;14.96;0;1;3.749504;3533;0;2;0
92.5;3;17.70588;4;0;4.283587;3535;0;4;0
92.5;1;17.2973;9;1;3.624341;3537;0;1;1
77.5;1;15.24324;6;1;3.912023;3539;1;1;1
60;1;15.61403;9;0;4.412798;3541;1;1;1
67.5;2;16.375;0;0;3.86073;3543;0;0;0
70;3;16.7907;4;1;3.86073;3545;1;1;0
70;1;16.61225;13;0;4.135167;3547;0;1;1
62.5;1;13.88889;7;1;4.051785;3549;0;0;1
77.5;3;15.05263;8;1;4.471639;3551;1;0;0
87.5;2;17.46667;6;1;4.007333;3553;1;2;0
80;2;13.88889;7;1;4.007333;3555;0;0;0
100;1;14.67391;10;1;4.848116;3557;0;1;1
85;2;15.92105;7;0;3.86073;3559;0;1;0
82.5;3;15.69444;7;0;3.960813;3561;0;1;0
82.5;1;15.25714;7;0;4.174387;3563;0;3;1
100;1;15.74074;7;0;4.051785;3565;1;2;1
55;2;15.7265;4;0;4.051785;3567;0;0;0
80;3;21.62162;4;0;2.862201;3569;0;0;0
92.5;1;16.44737;9;0;4.094345;3571;0;0;1
57.5;2;18.05769;7;1;3.749504;3573;0;2;0
15;3;19.44828;0;0;4.471639;3575;0;1;0
37.5;3;15.88608;0;0;3.806663;3577;2;3;0
90;3;18.58333;7;1;3.806663;3579;1;1;0
50;2;17.81482;4;1;4.212128;3581;0;0;0
87.5;1;15.61905;11;0;3.749504;3583;0;2;1
65;1;15.78182;9;0;4.297286;3585;0;1;1
42.5;2;17.2987;6;0;3.688879;3587;0;0;0
92.5;2;16.85185;7;0;4.527209;3589;0;1;0
87.5;1;19.6875;16;1;4.350278;3591;0;1;1
72.5;3;19.44681;0;1;4.174387;3593;0;2;0
82.5;1;14.72528;8;0;4.135167;3595;1;2;1
95;1;16.58824;7;1;3.157;3597;0;1;1
95;1;16.5;10;1;3.749504;3599;0;3;1
15;3;12.42857;0;0;3.555348;3601;1;3;0
95;3;14.19565;8;1;3.871201;3603;0;3;0
72.5;2;15.33588;5;1;3.624341;3605;1;0;0
87.5;1;14.67391;8;1;4.629863;3607;1;0;1
90;1;14.67391;8;1;3.48124;3609;0;0;1
67.5;1;14.68675;0;0;3.218876;3611;1;1;1
100;1;16.80488;8;1;3.86073;3613;1;2;1
80;2;14.59302;5;0;3.401197;3615;0;4;0
82.5;3;15.84483;7;1;3.749504;3617;0;1;0
52.5;3;8.333333;0;0;4.212128;3619;0;0;0
85;1;16.37736;5;1;3.960813;3621;0;2;1
27.5;3;19;3;1;3.749504;3623;0;3;0
77.5;3;15.88608;6;1;4.212128;3625;0;1;0
75;3;16.42857;8;1;3.401197;3627;0;1;0
100;1;15.05556;0;0;4.527209;3629;1;0;1
85;2;16.7907;7;0;4.317488;3631;0;4;0
100;2;14.72528;8;1;3.624341;3633;1;1;0
20;3;17.45455;3;0;3.86073;3635;0;0;0
85;1;15.15;8;0;4.317488;3637;0;1;1
100;1;10.37778;8;0;4.297286;3639;0;1;1
97.5;1;18.94667;0;0;3.688879;3641;0;2;1
90;1;12.58065;7;0;4.412798;3643;0;3;1
92.5;1;13.54054;7;0;4.212128;3645;0;0;1
40;3;14.68675;0;0;3.624341;3647;1;1;0
95;3;17.66337;0;1;3.555348;3649;1;4;0
60;1;16.42857;7;0;4.382027;3651;0;2;1
77.5;1;13.47826;7;0;4.025352;3653;0;1;1
85;1;10.41667;9;0;4.094345;3655;1;0;1
77.5;1;17.13461;11;0;3.624341;3657;0;1;1
82.5;1;15.75342;9;0;4.317488;3659;0;3;1
75;3;14.54545;0;1;4.330733;3661;0;1;0
62.5;1;14.04255;9;0;4.579853;3663;0;2;1
47.5;3;15.52273;0;0;3.960813;3665;0;0;0
95;1;14.97143;8;1;3.749504;3667;0;2;1
85;2;17.30769;1;1;4.283587;3669;0;1;0
35;3;14.32258;4;1;4.212128;3671;2;3;0
47.5;1;17.81034;3;0;4.283587;3673;1;1;1
87.5;3;18.94737;6;1;3.113515;3675;0;3;0
42.5;3;15.77049;5;1;3.806663;3677;1;4;0
92.5;1;16.03226;8;1;3.749504;3679;1;1;1
67.5;2;15.69767;7;0;4.283587;3681;0;3;0
47.5;3;16.88298;6;1;3.86073;3683;0;2;0
32.5;3;19.51515;0;1;2.014903;3685;0;4;0
25;2;14.59091;5;0;2.525729;3687;0;0;0
82.5;3;16.5;7;1;3.749504;3689;0;0;0
85;1;15.58823;8;0;3.624341;3691;0;1;1
90;2;15.58823;7;0;3.881564;3693;0;1;0
85;1;18.78572;9;1;3.749504;3695;0;2;1
95;1;12.75;9;0;3.960813;3697;0;2;1
90;1;13.47826;8;0;3.86073;3699;0;1;1
62.5;3;15.11765;6;0;4.051785;3701;0;1;0
10;3;12.30769;0;1;2.862201;3703;0;0;0
90;3;14.91837;8;1;4.471639;3705;0;0;0
95;2;17.03572;11;0;3.688879;3707;0;0;0
55;3;13.81818;6;0;3.806663;3709;0;4;0
20;3;21.40741;10;0;3.86073;3711;0;1;0
100;1;18.34848;8;1;4.60517;3713;0;0;1
87.5;2;17.43077;8;0;4.174387;3715;0;0;0
92.5;2;18.22222;0;1;3.912023;3717;0;0;0
57.5;2;19.29825;6;1;3.713572;3719;0;1;0
80;1;20.22727;8;1;4.60517;3721;1;0;1
42.5;3;17.61905;0;0;3.688879;3723;1;0;0
87.5;3;17.82353;6;0;4.283587;3725;1;2;0
95;1;16.44737;10;0;3.960813;3727;0;3;1
82.5;3;14.53846;7;0;4.212128;3729;1;1;0
90;1;16.44118;8;1;4.212128;3731;0;0;1
95;2;21.47059;9;0;4.051785;3733;1;3;0
62.5;3;15.27551;0;0;3.48124;3735;1;3;0
75;2;17.52239;7;0;4.135167;3737;2;0;0
82.5;3;16.91228;8;0;4.189655;3739;0;1;0
87.5;1;16.93878;6;1;4.212128;3741;0;0;1
80;3;21.07792;4;0;4.629863;3743;0;2;0
82.5;3;13.97183;5;0;3.828641;3745;0;1;0
82.5;3;18.26829;1;0;3.960813;3747;0;1;0
87.5;1;16.83951;7;1;3.48124;3749;0;1;1
32.5;2;19.90769;2;0;3.850147;3751;0;2;0
55;3;16.10465;0;0;3.48124;3753;1;6;0
80;1;17.55102;8;1;4.283587;3755;1;0;1
67.5;2;19.09375;0;0;3.624341;3757;2;2;0
85;1;17.89231;13;1;4.317488;3759;0;1;1
57.5;1;13.30612;6;0;4.051785;3761;0;3;1
75;2;19.36;11;0;4.051785;3763;0;2;0
77.5;3;17.20339;8;0;4.283587;3765;0;1;0
82.5;1;19.71875;5;1;3.912023;3767;0;1;1
40;3;18.05769;3;1;4.283587;3769;0;0;0
72.5;3;15.56863;8;1;3.86073;3771;1;0;0
92.5;1;15.18919;8;1;3.113515;3773;1;1;1
90;1;16.36842;10;0;3.960813;3775;0;1;1
80;1;15.11765;7;0;4.283587;3777;0;0;1
100;1;16.66667;7;1;3.901973;3779;0;2;1
65;2;16.19048;6;0;3.749504;3781;0;2;0
77.5;2;14.19753;8;0;4.135167;3783;0;1;0
97.5;1;14.02778;11;1;4.579853;3785;0;1;1
90;3;15.18919;8;1;4.135167;3787;1;1;0
75;3;15.92105;0;1;4.174387;3789;1;0;0
40;2;16.73214;3;0;4.135167;3791;0;3;0
85;2;20.55556;9;1;4.051785;3793;0;3;0
50;3;15.69697;5;0;4.174387;3795;0;0;0
50;3;15.15556;0;1;3.749504;3797;0;3;0
82.5;1;15;8;0;4.350278;3799;1;0;1
92.5;3;16.17308;0;1;3.806663;3801;0;0;0
72.5;3;15.15278;0;1;4.051785;3803;0;3;0
90;1;15.71053;9;0;3.555348;3805;0;2;1
87.5;1;15.62857;8;0;3.951244;3807;0;2;1
75;1;15.66667;4;0;3.912023;3809;0;1;1
95;3;14.59055;7;1;4.007333;3811;1;2;0
97.5;3;17.80556;7;0;3.86073;3813;1;0;0
75;1;15;8;1;4.051785;3815;0;0;1
75;2;21.07792;7;0;4.248495;3817;1;1;0
75;2;16.2037;7;0;3.624341;3819;1;1;0
62.5;3;16.59722;4;0;4.007333;3821;0;0;0
85;3;15.825;0;1;4.135167;3823;0;0;0
72.5;3;18.81818;0;1;3.912023;3825;0;0;0
22.5;1;16.07143;5;0;4.174387;3827;0;0;1
72.5;3;15.88235;9;0;4.212128;3829;0;2;0
90;2;16.40909;6;0;3.960813;3831;0;0;0
80;1;18.94667;0;0;4.135167;3833;0;5;1
85;1;15.31915;6;1;4.051785;3835;0;1;1
80;1;17.14286;7;1;4.283587;3837;1;0;1
90;3;15.63636;2;1;4.212128;3839;1;0;0
92.5;1;18.39189;10;1;4.212128;3841;0;1;1
80;1;16.81395;4;0;4.007333;3843;0;0;1
35;3;17.12;0;0;4.007333;3845;1;3;0
85;1;16.25806;8;1;3.960813;3847;1;1;1
82.5;3;17.88235;10;1;4.051785;3849;1;1;0
62.5;2;23.69767;3;0;3.86073;3851;1;0;0
95;3;17.24242;7;0;3.688879;3853;1;2;0
57.5;1;16.71875;6;0;3.960813;3855;0;1;1
85;3;16.56667;1;1;3.218876;3857;0;0;0
97.5;1;15.28571;8;1;4.317488;3859;0;1;1
82.5;3;15.825;8;1;4.051785;3861;1;2;0
35;3;16.04348;4;1;3.86073;3863;0;0;0
82.5;1;14.90909;9;1;4.559126;3865;0;3;1
82.5;2;18.66197;6;1;3.749504;3867;0;1;0
77.5;3;17.5;3;1;3.806663;3869;0;1;0
82.5;3;13.35714;4;1;3.806663;3871;1;0;0
60;3;17.90476;6;0;4.317488;3873;1;1;0
97.5;3;14.31579;8;1;3.912023;3875;0;0;0
47.5;3;17.78378;11;0;3.86073;3877;0;0;0
85;3;17.5;2;1;3.960813;3879;1;3;0
85;3;17.90476;7;1;4.283587;3881;0;2;0
67.5;3;17.90476;0;1;3.624341;3883;0;1;0
30;3;16.89189;0;0;3.806663;3885;0;0;0
97.5;2;17.72727;7;0;4.283587;3887;1;0;0
95;1;17.5;9;0;4.007333;3889;1;0;1
95;1;18.29508;8;1;4.905275;3891;0;0;1
32.5;2;18.30769;2;0;3.960813;3893;0;2;0
47.5;3;17.43077;2;1;3.624341;3895;1;0;0
100;1;13.09524;10;1;4.553877;3897;0;0;1
82.5;3;14.61539;0;0;3.48124;3899;0;0;0
47.5;3;14.61539;0;1;3.912023;3901;1;2;0
95;1;17.80952;8;1;3.772761;3903;0;1;1
90;1;18.88889;9;1;4.051785;3905;0;2;1
87.5;1;14.64912;7;0;4.527209;3907;1;2;1
87.5;2;16.61225;7;1;3.806663;3909;1;3;0
75;1;16.89189;8;1;3.931826;3911;1;1;1
85;2;18.30769;7;0;4.094345;3913;0;0;0
97.5;1;16.17647;9;0;3.806663;3915;1;0;1
95;1;12.75;7;0;3.86073;3917;2;0;1
62.5;2;14.9875;6;0;3.86073;3919;0;2;0
92.5;3;17.72727;8;0;4.007333;3921;1;0;0
90;2;15.69767;4;1;4.317488;3923;1;2;0
87.5;2;12.97297;8;1;4.094345;3925;0;0;0
62.5;1;19.84615;7;0;3.86073;3927;0;1;1
75;3;18.59375;5;1;3.960813;3929;0;4;0
92.5;3;12.97297;0;0;4.283587;3931;0;0;0
90;2;16.06122;9;0;4.174387;3933;0;0;0
95;1;20.61539;8;1;4.49981;3935;0;1;1
90;3;17.40741;3;1;3.749504;3937;0;0;0
87.5;1;16.17857;8;0;3.624341;3939;0;1;1
85;2;16.7907;7;1;4.135167;3941;0;0;0
80;1;18.25;10;1;3.113515;3943;1;0;1
82.5;2;18.25;3;0;3.960813;3945;0;2;0
90;1;17.25806;3;0;4.350278;3947;1;1;1
82.5;1;12.97297;7;0;4.094345;3949;1;1;1
90;1;14.59302;8;0;3.688879;3951;1;0;1
85;2;18.5;8;0;4.49981;3953;1;0;0
80;1;17.80952;8;1;4.283587;3955;0;0;1
75;2;17.2987;10;0;4.007333;3957;0;0;0
60;2;15.96491;6;0;3.624341;3959;0;2;0
87.5;3;19.76471;8;1;4.317488;3961;0;1;0
87.5;1;15.3;7;0;4.471639;3963;0;1;1
75;3;17.30769;9;1;3.86073;3965;0;0;0
97.5;2;14.72528;7;1;4.70048;3967;0;1;0
67.5;2;18.52381;6;1;3.960813;3969;0;1;0
87.5;1;14.38983;8;0;4.212128;3971;0;1;1
87.5;2;16.46296;0;1;3.806663;3973;2;0;0
95;2;17.34694;7;0;4.248495;3975;0;4;0
92.5;1;17.05714;9;0;3.624341;3977;0;1;1
62.5;3;18.59375;3;1;3.960813;3979;0;1;0
92.5;3;15.78824;4;1;4.959342;3981;1;1;0
70;2;17.70909;11;0;3.912023;3983;0;4;0
75;1;16.47059;5;0;4.412798;3985;1;0;1
72.5;1;17.25926;10;0;3.624341;3987;0;0;1
92.5;1;17.74468;10;0;3.806663;3989;0;1;1
95;1;15.97674;8;1;3.555348;3991;0;2;1
22.5;3;17.01724;4;0;3.749504;3993;0;1;0
72.5;1;17.2987;13;0;3.912023;3995;0;0;1
92.5;1;16.60714;6;1;4.051785;3997;2;0;1
90;2;17.06452;0;0;4.283587;3999;0;0;0
82.5;2;17.08955;6;1;4.007333;4001;0;0;0
55;2;17.03279;4;0;4.051785;4003;0;1;0
70;3;18.57143;7;1;3.960813;4005;0;0;0
82.5;2;16.91429;7;0;3.48124;4007;0;1;0
97.5;1;16.14035;8;0;3.713572;4009;0;1;1
85;1;16.91429;5;1;3.48124;4011;0;1;1
95;1;16.68627;5;1;4.135167;4013;1;0;1
87.5;2;16.91429;4;1;4.051785;4015;1;0;0
95;1;17.18391;8;1;4.051785;4017;0;1;1
87.5;1;15.10811;9;0;4.174387;4019;0;3;1
80;2;14;9;1;3.960813;4021;0;1;0
92.5;1;16.42308;9;0;4.70048;4023;0;0;1
87.5;3;17.03279;6;0;3.555348;4025;1;2;0
95;1;17.425;8;1;3.960813;4027;1;0;1
80;3;18.3913;8;1;4.471639;4029;1;2;0
87.5;1;16.27907;4;1;3.749504;4031;0;0;1
87.5;1;15.57143;7;0;4.317488;4033;1;2;1
95;1;17.05714;10;0;4.283587;4035;0;1;1
57.5;3;18.75;7;1;4.317488;4037;1;2;0
82.5;2;15.24779;6;0;3.749504;4039;0;2;0
